"神父被神恩夫妇从密林转移到陌生的村子后，逐渐地醒了过来。

神父发现了女儿茜的伤口已经痊愈，而凯的额头上也长出来鬼角，而他们此时正坐在“十字圣碑”——这个方才所遇神恩者的武器之上。

神父曾听闻神恩一族里有着专门对付魔族的“恶魔猎手”，他们的武器可以摧毁魔族的魂魄，而对大陆上的族群则有治愈和催生的能力。神父心想，是不是他们刚刚就是乘着这个十字圣碑而转移过来的，因此茜和凯的身体都因此发生了变化。

神父尝试着利用圣碑的力量去造福村民，结果却不尽如人意，反而会让人产生意识混乱。于是，神父便将十字圣碑放进了教堂的禁闭室里，一是不为外人所见，一是为了保护凯。

而有一次，凯来到禁闭室中看到了这个十字圣碑，它的魁伟立刻吸引住了凯，凯忍不住上前摩挲。而令他吃惊的是，他之前手上的伤竟然奇迹般痊愈了！凯兴奋不已，立刻扛起这十字圣碑冲出教堂想要告诉村民们这么一个好消息。可村民们再次看见这十字圣碑的时候，却害怕不已，而且还是凯拿着，心里便更加恐惧，纷纷逃了起来。有个村民一着急还把脚给崴了，凯立刻上前去搀扶。就在这时，村民的脚已经痊愈了，可村民早已被恐惧占据，一个劲的逃了去。因为此事，凯被关了禁闭。

神父了解了这件事之后，说了一句：“没错，那个传闻没错！这十字圣碑就是神恩者的武器！”","Sau khi vị linh mục được cặp đôi duyên dáng chuyển từ rừng rậm đến một ngôi làng xa lạ, ông dần tỉnh dậy.

Vị linh mục phát hiện vết thương của con gái ông là Medi đã lành, và trán Branium cũng mọc ra những chiếc sừng ma quái, và họ đang ngồi trên ""Thánh giá"" - vũ khí của ân nhân mà họ vừa gặp.

Vị linh mục đã từng nghe nói rằng có những ""thợ săn quỷ"" trong gia tộc Thần Ân chuyên đối phó với quỷ, vũ khí của họ có thể tiêu diệt linh hồn của quỷ, và chúng có khả năng chữa lành và sinh ra các bộ tộc trên đại lục. Vị linh mục tự hỏi có phải họ vừa được chuyển đến trên cây thánh giá này, vì vậy cơ thể của cả Branium và Medi đã thay đổi vì điều này.

Vị linh mục đã cố gắng sử dụng sức mạnh của thánh tích để làm lợi cho dân làng, nhưng kết quả không như ý muốn mà còn gây hoang mang dư luận. Vì vậy, linh mục đặt thánh giá vào phòng giam của nhà thờ, một là để người ngoài không nhìn thấy, hai là để bảo vệ Branium.

Và một lần, Branium đến phòng giam và nhìn thấy cây thánh giá này, kích thước khổng lồ của nó ngay lập tức thu hút Branium, và Branium không thể không bước tới và xoa xoa nó. Điều khiến anh ngạc nhiên là vết thương trên tay đã được chữa lành một cách thần kỳ! Branium vui mừng đến mức lập tức vác thánh giá lao ra khỏi nhà thờ để báo tin vui cho dân làng. Nhưng khi dân làng nhìn thấy thánh giá một lần nữa, họ vô cùng sợ hãi, và nó vẫn bị Branium giữ lại, trong lòng họ còn sợ hãi hơn, và tất cả đều bỏ chạy. Một người dân trong làng đã bị gãy chân khi anh ta đang vội vàng, và Branium ngay lập tức bước tới để giúp anh ta. Tại thời điểm này, bàn chân của dân làng đã lành lại, nhưng dân làng đã bị chiếm đóng bởi sự sợ hãi và tiếp tục bỏ chạy. Vì điều này, Branium đã bị biệt giam.

Sau khi vị linh mục biết về điều này, ông nói: ""Đúng vậy, lời đồn đó là chính xác! Cây thánh giá này là vũ khí của Thần Ân!"""
试剑林出生,Thử Kiếm Lâm xuất hiện
成为了【帝国勇士】，英勇之名号，全境传扬！,Trở thành [Dũng Sĩ Đế Quốc]!
"    让将军把我作为鬼魁的贴身侍卫培养，是父亲的遗愿。
    所以这群人来还有一个目的，那便是将我带走。
    随侍鬼魁本是莫大的荣耀，但对当时的我来说，让我告别自己的母亲，从此和一个害死了父亲的人住在一起，无疑是件荒唐的事。
    我用挣扎来抗议此事，可母亲却不知怎地，答应了下来。
    在马上度过了几天之后，我来到了国都，将军的宅邸。当我途径修炼场，看见挂在架子上的各种武器时，竟然可耻地，一时忘记了想家。
    也是在那里，我遇见了剑鬼，将军的儿子。他卖力地挥舞着一把与身长极不协调的长剑。一招一式之间，竟颇有些威势。
    “从明天开始，你会像他一样，由我亲自来训练。”
    将军说着，让我挑一把武器。
    我思索半天，最终将一把长枪从架子上取了下来。
    父亲的武器也是一把长枪，和这把没什么区别，一样的朴实和……沉重。
    好沉！也许是长枪太沉的缘故，我落了泪。明明这一路上，我连一滴泪也没有流过。","Mong muốn cuối cùng của cha ta là được vị tướng huấn luyện ta thành vệ sĩ riêng của Quỷ Khôi.
Vì vậy, nhóm người này có mục đích khác, và đó là để đưa ta đi.
Được phục vụ Quỷ Khôi là một vinh dự lớn lao, nhưng đối với ta vào thời điểm đó, thật vô lý khi ta phải chia tay mẹ và sống với một kẻ đã giết cha mình.
ta đã cố gắng phản đối điều này, nhưng mẹ ta bằng cách nào đó đã đồng ý.
Sau đó mấy ngày liền đến kinh đô phủ tướng quân. khi ta đi qua sân tập và nhìn thấy các loại vũ khí khác nhau được treo trên giá, ta đã xấu hổ và quên đi cảm giác nhớ nhà trong một thời gian.
Cũng tại đó, ta đã gặp Quỷ Kiếm, con trai của vị tướng quân. Anh ta mạnh mẽ sử dụng một thanh kiếm dài không tương xứng với chiều dài cơ thể của mình. Giữa mỗi lần di chuyển, có một số sức mạnh sinh ra,
""Từ ngày mai trở đi, ngươi sẽ bị ta huấn luyện giống như hắn.""
Tướng quân nói, để ta chọn vũ khí.
Sau một hồi suy nghĩ, cuối cùng ta cũng lấy một khẩu súng dài ra khỏi kệ.
Vũ khí của cha cũng là một cây giáo dài, không khác gì cây giáo này, chỉ đơn giản và ... nặng.
Quá nặng! Có lẽ vì ngọn giáo quá nặng nên ta đã bật khóc. Rõ ràng là ta đã không rơi một giọt nước mắt nào trên đường đi."
神龙圣印 604级,Thần Long Thánh Ấn Cấp 604
复活后攻击提高25%，持续2回合。,"Sau khi hồi sinh, tăng 25% tấn công trong 2 lượt"
提升主人4900点韧性,Tăng cho chủ nhân 4900 Dẻo
龙吟手镯,Vòng Rồng
大人，我曾在麦城炼金街里当过几年学徒，知道有一种简单方法能辨指方向，但不知道在这鬼地方是否也奏效。,"Đại nhân, ta đã từng học ở phố Luyện Kim của thành Matt vài năm, biết được một cách đơn giản để phân biệt phương hướng, nhưng không biết dùng ở nơi quỷ quái này có hiệu quả hay không."
1.多件<color=#f3ac58>10阶橙色2星玉佩</color>可合成\n2.合成有概率失败，放入装备越多成功概率越高,"1. Nhiều <color=#f3ac58>10 Giai Cam Bội 2 Sao</color> có thể hợp thành\n2. Hợp thành có tỉ lệ thất bại. Trang bị đặt vào càng nhiều, tỉ lệ thành công càng cao"
星君,Tinh Quân
觉醒属性加成,Hiệu ứng thuộc tính Thức Tỉnh
暂时没有道具,Chưa có đạo cụ
中秋大礼,Quà Trung Thu
天罡战气 Lv.2,Thiên Cương Chiến Khí Lv.2
护体,Hộ Thể
"{""拂风回春""}","{""Hồi Xuân""}"
全村的希望,Tử Kiều
<color=#D39D0D>帝皇侠</color>在试炼内攻击力和暴击率提升<color=#bde141>20%</color><br/><color=#D39D0D>全体英雄</color>在试炼内攻击力提升<color=#bde141>10000</color>，最大生命值提升<color=#bde141>50000</color>,"<color=#D39D0D>Gundam</color> trong Thí Luyện, tăng <color=#bde141>20%</color> tấn công và bạo kích<br/><color=#D39D0D>Toàn bộ tướng</color> trong Thí Luyện, tăng <color=#bde141>10000</color> điểm tấn công và <color=#bde141>50000</color> điểm HP."
恭喜您在先祖积分活动中达到了%s积分，获得以下奖励,"Chúc mừng bạn trong hoạt động Điểm Tổ Tiên đạt %s điểm, được nhận thưởng sau"
问卷调查奖励,Thưởng khảo sát
可购买次数：<color=#00781fff>$1次</color>,Lượt có thể mua: <color=#00781fff>$1 lượt</color>
凤凰变身后，伤害加成18%,"Sau khi biến thân Phượng Hoàng, sát thương 18%"
锁妖塔(一),Tỏa Yêu Tháp 1
<color=#76EE00>永久PVP伤害加成2%</color>,<color=#76EE00>Vĩnh viễn sát thương quái 2%</color>
此處已被翻開,Đã lật chỗ này
前往合成,Tới ghép
提升主人22000点生命,Tăng cho chủ nhân 22000 HP
神机状态下，每秒对在周围3名玩家造成300%伤害，并且暴击概率增加30%，同时每下攻击都有50%的概率触发1秒眩晕效果，持续10秒。每天最多可触发10次。<color=#00ff00>对目标造成伤害+100%</color>。<color=#00ff00>对目标生命上限扣血+2%</color>。<color=#00ff00>对目标造成伤害+200%</color>。<color=#00ff00>对目标生命上限扣血+5%</color>,"Trong trạng thái Thần Cơ, mỗi giây với 3 người chơi xung quanh gây ra 300% sát thương và tỉ lệ Bạo Kích tăng 30%. Đồng thời, mỗi lần tấn công đều có 50% tỉ lệ kích phát 1s hiệu quả Choáng, liên tục 10s. Mỗi ngày nhiều nhất có thể kích phát 10 lượt. <color=#00ff00>Sát thương lên mục tiêu +100%</color>.<color=#00ff00>Trừ HP tối đa mục tiêu+2%</color>.<color=#00ff00>Sát thương lên mục tiêu +200%</color>.<color=#00ff00>Trừ HP tối đa mục tiêu+5%</color>"
您的仙盟在仙盟争霸活动$1级赛区第$2轮失利，以下是您的奖励，请查收：,"Tiên Minh của bạn thất bại vòng $2 khu đấu cấp $1 trong Hoạt Động Tiên Minh Tranh Bá, dưới đây là thưởng của bạn, hãy đến nhận:"
缚灵秘境,Trúc Linh Bí Cảnh
转职预告目标1,Mục tiêu thông báo chuyển chức 1
命中率提高10%，对携带【闪避/迅捷】的目标伤害提高10%。,Tăng 10% chính xác và sát thương lên các tướng có [Né/Nhanh Nhẹn]
击杀3只个人BOSS<color=#$3>($1/$2)</color>,Kích sát 3 BOSS Cá Nhân<color=#$3>($1/$2)</color>
神王试炼(六十九),Thí Luyện Thần Vương 69
"    魔械之都麦卡尼兹的公民崇尚科技与创新，其他地方的刀剑与魔法在他们眼中，不过是些既过时又上不了台面的玩意。
    然而魔械科技的繁荣发展自然也会滋生出许多治安上的隐患。于是工匠王威利成立了正序执法队，组织起一群经过科技强化的干员，来对抗那些用科技来进行犯罪的恶徒。铁拳，人称“正义宣告”，是执法队中对打击犯罪最为热衷的那一个。
    光是看到铁拳那双名为“碎牙者”的巨大钢铁拳套，多数恶徒都会选择直接放弃抵抗。也有少数人觉得自己可以尝试与他对抗，但结果往往是，他们既会丢掉那份谜一样的自信，也会丢掉人体用来咬碎和咀嚼食物的东西。
    铁拳的豪爽性格使他在执法队中颇受欢迎，甚至有些遭他逮捕的罪犯也被其情绪感染，奇迹般地萌生了改邪归正的念头。少有人知道的是，铁拳看似阳光万里的心中，始终有块挥之不去的阴霾。","Công dân của thành phố ma thuật McCartney ủng hộ công nghệ và sự đổi mới. Trong mắt họ, kiếm và ma thuật từ những nơi khác chỉ là những thứ lỗi thời và không đáng tin cậy.
Tuy nhiên, sự thịnh vượng và phát triển của công nghệ thiết bị ma thuật đương nhiên sẽ nảy sinh nhiều mối nguy tiềm ẩn trong an ninh công cộng. Vì vậy, thợ thủ công Vương Uy Lợi đã thành lập một đội thực thi pháp luật và tổ chức một nhóm các nhà điều hành được nâng cao công nghệ để chống lại những kẻ xấu sử dụng công nghệ để phạm tội. Kubo, được biết đến với cái tên ""Tuyên ngôn Công lý"", là một trong những đội thực thi pháp luật nhiệt tình nhất trong việc chống tội phạm.
Chỉ cần nhìn thấy chiếc găng tay thép khổng lồ của Iron Fist được gọi là ""Toái Nha"", hầu hết các nhân vật phản diện sẽ trực tiếp từ bỏ sự phản kháng của họ. Cũng có một số người cảm thấy họ có thể cố gắng chống lại anh ta, nhưng thường thì kết quả là họ mất cả sự tự tin bí ẩn và những gì cơ thể con người sử dụng để nghiền và nhai thức ăn.
Tính cách thẳng thắn của Kubo khiến anh ta trở nên nổi tiếng trong đội thực thi pháp luật, và thậm chí một số tội phạm bị anh ta bắt giữ cũng bị lây nhiễm cảm xúc của anh ta, kỳ diệu thay, ý tưởng trở về từ cái ác đã được nảy sinh. Điều mà ít ai biết là Kubo dường như có một uẩn khúc còn vương vấn trong lòng."
<color=#bde141>定位：法术治疗</color><br/><color=#bde141>简介：焰岭部落的辅助英雄，可对敌方单体造成法术伤害，拥有一定的治疗能力。</color>,"<color=#bde141>Vị trí: Trị liệu, phép thuật</color><br/><color=#bde141>Sở trường: Tướng Hỗ Trợ hệ Hỏa, gây sát thương pháp thuật lên địch, có khả năng trị liệu nhất định. </color>"
胜遇图,Thắng Ngộ Đồ
（5级光环）3冥海3圣辉：所有己方英雄受到攻击时，30%概率使目标陷入【泥沼】，防御降低10%，不可驱散，可叠加2层，持续2回合。,"(Quang Hoàn cấp 5) 3 hệ Thủy 3 hệ Kim: Khi toàn bộ đồng đội tấn công, có 30% tỉ lệ khiến địch bị [Sa Lầy], giảm 10% phòng thủ trong 2 lượt, cộng dồn tối đa 2 tầng, không thể bị hóa giải"
我的坐骑：$1阶,Tọa kỵ: $1 Giai
打开后，可选取以下任一英雄：剑心·龙影，卡修，洛克拿，波那波那,"Mở để tùy chọn nhận một tướng bất kỳ sau: Yas, Katius, Nauti, Bona"
受到伤害提升15%，持续2回合。,"Tăng 15% sát thương nhận phải, duy trì 2 lượt."
<color=#FFEB04>【炼金狂潮】</color>,<color=#FFEB04>[Luyện Kim]</color>
玄阶二阶,Huyền 2 Giai
魔化死神,Dante Ma Hóa
¥{0}激活,GAS {0} kích hoạt
尼斯特拉·风剑,Nistra-Thanh Gươm Gió
提升主人100点命中,Tăng cho chủ nhân 100 điểm Trúng
直接获得【阿男】。,Nhận ngay [Leon].
修改成功。,Sửa thành công
使用一次回魂魔药，所有英雄攻击力、防御力提升10%，最多叠加3层。,"Khi sử dụng 1 lần Hồn Ma Dược, tăng 10% tấn công, phòng thủ cho toàn bộ tướng, cộng dồn tối đa 3 tầng"
魅影女佣,Tiêu Miêu Nữ
使用后可激活与提升<color=#ff3b3b>混沌金羽</color>\n激活可加成：\n<color=#00ff00>战力+75000\n生命+50000\n攻击+2500\n防御+1250\n破甲+1250</color>\n<color=#FF0000>仙翼总属性+10%\n</color>\n激活套装\n【<color=#ff3b3b>混沌空间</color>】\n<color=#00ff00>鲲吞天下，黄金巨鲲乃鲲中王者，每次有10%概率触发增加5%攻击，5%防御，5%破甲，持续60秒，可叠加；同时恢复5%生命。</color>\n<color=#d6e1de>套装加成：</color>战力+50000,"Kích hoạt và nâng cấp <color=#ff3b3b>Hỗn Độn Kim Vũ</color>\nThuộc tính: \n<color=#00ff00>Chiến lực +75000\nHP +50000\nCông +2500\nThủ +1250\nPhá giáp +1250</color>\n<color=#FF0000>Tổng T.Tính Tiên Dực+10%\n</color>\nKích hoạt bộ \n【<color=#ff3b3b>Không Gian Hỗn Độn</color>】\n<color=#00ff00>Côn Thôn Thiên Hạ, Hoàng Kim Cự Côn Nãi Côn Trung Vương Giả, mỗi lượt có 10% tỉ lệ kích phát tăng 5% Công, 5% Thủ, 5% Phá giáp, liên tục 60s, có thể cộng dồn; đồng thời hồi 5% HP. </color>\n<color=#d6e1de>Thuộc tính bộ: </color>Chiến lực +50000"
魂石重铸后，其属性、技能和技能数量都有概率改变。,"Đúc lại xong, số lượng, kỹ năng, thuộc tính Hồn Thạch có thể thay đổi."
